Year,Member State,8 Types of Farming,14 Types of Farming,Economic Size,(SE005) Economic size (€'000),(SE010) Total labour input (AWU),(SE011) Labour input (hrs),(SE015) Unpaid labour input (AWU),(SE016) Unpaid labour input (hrs),(SE020) Paid labour input (AWU),(SE021) Paid labour Input (hrs),(SE025) Total Utilised Agricultural Area (ha),(SE026) Arable land (ha),(SE027) Permanent crops (ha),(SE028) Permanent grassland (ha),(SE030) Rented UAA (ha),(SE035) Cereals (ha),(SE041) Other field crops (ha),(SE042) Energy crops (ha),(SE046) Vegetables and flowers (ha),(SE050) Vineyards (ha),(SE054) Permanent crops (ha),(SE055) Orchards (ha),(SE060) Olive groves (ha),(SE065) Other permanent crops (ha),(SE071) Forage crops (ha),(SE072) Agricultural fallows (ha),(SE073) Set aside (ha),(SE074) Total agricultural area out of production (ha),(SE075) Woodland area (ha),(SE080) Total livestock units (LU),(SE085) Dairy cows (LU),(SE086) Cattle dairy cows (LU),(SE087) Buffalo dairy cows (LU),(SE090) Other cattle (LU),(SE095) Sheep and goats (LU),(SE100) Pigs (LU),(SE105) Poultry (LU),(SE110) Yield of wheat (q/ha),(SE115) Yield of maize (q/ha),(SE120) Stocking density (LU/ha),(SE125) Milk yield (kg/cow),(SE126) Milk yield cattle dairy cows (kg/cow),(SE127) Milk yield buffalo dairy cows (kg/cow),(SE131) Total output (€/farm),(SE132) Total output / Total input (ratio),(SE135) Total output crops & crop production (€/farm),(SE136) Total crops output (€/ha),(SE140) Cereals (€/farm),(SE145) Protein crops (€/farm),(SE146) Energy crops (€),(SE150) Potatoes (€/farm),(SE155) Sugar beet (€/farm),(SE160) Oil-seed crops (€/farm),(SE165) Industrial crops (€/farm),(SE170) Vegetables & flowers (€/farm),(SE175) Fruit (excl. Citrus and grapes) (€/farm),(SE180) Citrus fruit (€/farm),(SE185) Wine and grapes (€/farm),(SE190) Olives & olive oil (€/farm),(SE195) Forage crops (€/farm),(SE200) Other crop output (€/farm),(SE206) Total output livestock & livestock products (€/farm),(SE207) Total livestock output (€/LU),(SE211) Change in value of livestock (€),(SE216) Cows' milk & milk products (€/farm),(SE220) Beef and veal (€/farm),(SE225) Pigmeat (€/farm),(SE022) Share of OGA work /AWU (%),(SE230) Sheep and goats (€/farm),(SE235) Poultrymeat (€/farm),(SE240) Eggs (€/farm),(SE245) Ewes' and goats' milk (€/farm),(SE251) Other livestock & products (€/farm),(SE256) Other output (€/farm),(SE260) Farmhouse consumption (€),(SE265) Farm use (€),(SE270) Total Inputs (€),(SE275) Total intermediate consumption (€),(SE281) Total specific costs (€),(SE284) Specific crop costs (€/ha),(SE285) Seeds and plants (€),(SE290) Seeds and plants home-grown (€),(SE295) Fertilisers (€),(SE296) Fertiliser N (q),(SE297) Fertiliser P2O5 (q),(SE298) Fertiliser K2O (q),(SE300) Crop protection (€),(SE305) Other crop specific costs (€),(SE309) Specific livestock costs (€/LU),(SE310) Feed for grazing livestock (€),(SE315) Feed for grazing livestock home-grown (€),(SE320) Feed for pigs & poultry (€),(SE325) Feed for pigs&poultry home-grown (€),(SE330) Other livestock specific costs (incl. veterinary expenses) (€/farm),(SE331) Forestry specific costs (€),(SE336) Total farming overheads (€),(SE340) Machinery & building current costs (€),(SE345) Energy (€),(SE350) Contract work (€),(SE356) Other direct inputs (€),(SE360) Depreciation (€),(SE365) Total external factors (€),(SE370) Wages paid (€),(SE375) Rent paid (€),(SE380) Interest paid (€),(SE381) Balance of interest paid and received (€),(SE390) Taxes (€),(SE395) VAT balance excluding on investments (€),(SE405) Balance subsidies & taxes on investments (€),(SE406) Subsidies on investments (€),(SE407) Payments to dairy outgoers (€),(SE408) VAT balance on investments (€),(SE409) Subsidies on agricultural investments (€),(SE410) Gross Farm Income (€),(SE415) Farm Net Value Added (€),(SE420) Farm Net Income (€),(SE425) Farm Net Value Added (€/AWU),(SE430) Family Farm Income (€/FWU),(SE436) Total assets (€),"(SE437) Total assets, opening valuation (€)",(SE441) Total fixed assets (€),"(SE446) Land, permanent crops & quotas (€)",(SE450) Buildings (€),(SE455) Machinery and equipment (€),(SE460) Breeding livestock (€),(SE465) Total current assets (€),(SE470) Non-breeding livestock (€),(SE475) Stock of agricultural products (€),(SE476) Inventories (€),(SE480) Other circulating capital (€),(SE485) Total liabilities (€),(SE490) Long & medium-term loans (€),(SE495) Short-term loans (€),(SE501) Net worth (€),(SE506) Change in net worth (€),(SE510) Average farm capital (€),(SE516) Gross Investment on fixed assets (€),(SE521) Net Investment on fixed assets (€),(SE526) Cash Flow 1 (€),(SE530) Cash Flow 2 (€),(SE532) Cash flow / farm total capital (€),(SE600) Balance current subsidies & taxes (€),(SE605) Total subsidies - excluding on investments (€),(SE606) Total direct payments (€),(SE610) Total subsidies on crops (€),(SE611) Compensatory payments/area payments (€),(SE612) Set aside premiums (€),(SE613) Other crops subsidies (€),(SE615) Total subsidies on livestock (€),(SE616) Subsidies dairying (€),(SE617) Subsidies other cattle (€),(SE618) Subsidies sheep & goats (€),(SE619) Other livestock subsidies (€),(SE621) Environmental subsidies (€),(SE622) LFA subsidies (€),(SE623) Other rural development payments (€),(SE624) Total support for rural development (€),(SE625) Subsidies on intermediate consumption (€),(SE626) Subsidies on external factors (€),(SE630) Decoupled payments (€),(SE631) Single Farm payment (€),(SE632) Single Area payment (€),(SE640) Additional aid (€),(SE650) Support_Art68 (€),(SE699) Other subsidies (€),(SE700) Total OGA output (€/farm),(SE715) Forestry and wood processing (€),(SE720) Contractual work services (€),(SE725) Agritourism (€),(SE750) Total specific costs for OGA (€),(SE447) Agricultural land (€/farm),(SE448) Forest land including standing timber (€/farm),(SE462) Intangible assets (€/farm),(SE332) Veterinary expenses (€/farm),(SE765) Milk processing specific cost (€/farm),(SE766) Cows' milk processing specific cost (€/farm),(SE770) Meat processing specific cost (€/farm),(SE705) Processing of animals and animals' products (€/farm),(SE710) Processing of crops (€/farm),(SE730) Other OGA output (€/farm),(SYS02) Farms represented (nb),(SYS03) Sample farms
,,,,(5) 100 000 - < 500 000 EUR,187,4.48,"9,986.35",1.30,"2,971.11",3.2,"7,015.2",237.0,159.7,0.0,77.3,130.4,52.3,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.5,0.9,0.0,1.1,22.1,111.6,67.9,0.0,0.0,43.3,0.0,0.0,0.0,24.3,-,0.63,"6,560",-,-,"156,898",0.88,"50,653",215,"11,905",210,0,"1,424",0,"1,880",0,0,0,0,0,0,"34,930",304,"99,209",889,"-2,466","87,468","11,538",20,-,0,0,0,0,183,"7,036",755,"49,256","178,348","121,098","86,009",54,"3,905","1,096","4,322",-,-,-,"1,139","3,472",656,"63,933","48,147",13,13,"9,220",5,"35,088","8,973","15,465","4,152","6,499","25,813","31,438","24,502","1,663","5,274",0,382,0,"20,104","20,104",0,0,0,"75,924","50,110","38,776","11,192","31,260","411,408","429,021","340,414","35,415","120,274","145,694","39,031","70,994","12,372","29,673",0,"28,949","108,360","66,221","42,139","303,048",399,"385,412","26,511",697,"64,906","17,032",0,"40,123","40,506","25,631","1,184",0,0,"1,184",148,0,148,0,0,"8,831","4,439","1,576","14,846",0,29,"15,828",0,"15,828",0,0,"8,471",0,415,"5,414",136,0,"25,451","9,166",0,0,0,0,0,0,0,0,193,40 - <100
,,,,(6) >= 500 000 EUR,"1,180",31.61,"69,614.50",0.12,259.04,31.5,"69,355.5","1,355.0","1,067.2",0.0,287.9,860.4,441.8,109.3,26.0,0.0,0.0,0.0,0.0,0.0,0.0,785.3,7.9,0.0,18.6,25.7,697.8,409.3,0.0,0.0,285.5,0.0,0.0,2.9,31.8,-,0.88,"7,701",-,-,"1,227,290",0.81,"427,783",320,"137,697",0,"15,245",177,0,"48,624",0,0,0,0,0,0,"236,387","4,900","754,458","1,081","-3,376","661,276","88,035",0,-,0,-353,"3,855",0,"1,645","45,048",129,"382,862","1,517,543","918,407","682,565",102,"27,613","11,483","60,741",-,-,-,"21,242","29,274",778,"489,837","370,861","1,359",518,"51,562",938,"235,841","58,189","114,923","17,058","45,672","183,871","415,265","318,692","16,135","80,438",0,"3,074",0,"44,265","44,265",0,0,0,"530,630","346,759","-24,242","10,968","-176,188","3,341,923","3,595,383","2,782,380","267,118","1,426,292","767,194","321,776","559,544","115,431","241,137",0,"202,976","1,556,495","1,135,679","420,815","1,785,428","-70,941","3,202,852","105,862","-78,009","195,168","-82,059",0,"221,746","224,820","169,679","13,274","1,165",0,"12,109",149,0,149,0,0,"43,551","10,813",405,"54,769",26,347,"92,494",0,"92,494",0,0,"63,762",0,649,"20,712",0,0,"244,744","18,753",0,0,0,0,0,0,0,0,134,15 - <40
,(IE) Ireland,(5) Milk,(45) Specialist milk,(2) 8 000 - < 25 000 EUR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,290,< 15
,,,,(3) 25 000 - < 50 000 EUR,41,1.26,"2,833.45",1.25,"2,814.52",0.0,18.9,29.8,1.5,0.0,28.3,4.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.2,0.0,0.0,0.0,0.9,40.4,22.7,0.0,0.0,17.2,0.5,0.0,0.0,-,-,1.38,"4,221",-,-,"33,977",0.89,"4,443",149,247,0,0,0,0,0,0,0,0,0,0,0,"4,137",59,"29,164",721,"1,105","20,704","8,144",0,-,305,0,0,0,10,370,215,"5,908","38,392","32,624","21,324",138,110,0,"3,580",-,-,-,137,277,426,"13,394","5,908",0,0,"3,826",0,"11,300","3,938","2,414","2,583","2,365","4,288","1,479",201,619,660,0,105,-973,"3,966","4,824",0,-858,0,"12,306","8,018","10,504","6,370","8,405","567,847","608,819","539,853","445,291","55,045","16,211","23,305","27,994","10,007","2,652",0,"15,335","10,912","9,791","1,121","556,935","-41,198","126,900","7,078","2,790","13,902","8,112",0,"10,953","12,030","7,280",0,0,0,0,27,0,27,0,0,"2,497","2,010",244,"4,750",0,0,"7,253","7,253",0,0,0,0,0,0,18,0,0,"429,149","2,114",0,0,0,0,0,0,0,0,"1,969",15 - <40
,,,,(4) 50 000 - < 100 000 EUR,77,1.46,"3,393.51",1.41,"3,285.68",0.1,107.8,43.8,5.3,0.0,38.4,8.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.4,0.0,0.0,0.0,0.9,76.9,43.5,0.0,0.0,32.6,0.7,0.0,0.0,-,-,1.77,"4,881",-,-,"71,663",1.00,"7,235",165,169,0,0,-5,0,0,0,0,10,0,0,0,"7,059",2,"64,081",834,"-1,012","46,589","17,234",0,-,252,0,0,0,6,346,182,"10,695","71,367","57,819","39,694",170,206,0,"6,689",-,-,-,168,378,420,"24,825","10,695",0,0,"7,426",3,"18,126","6,323","3,842","4,578","3,383","8,613","4,935",965,"2,222","1,747",0,205,-684,"7,346","8,798",0,"-1,452",0,"31,957","23,344","25,755","15,974","18,288","968,925","1,052,122","915,980","732,986","99,101","37,639","46,253","52,946","20,603","4,617",0,"27,726","33,266","29,859","3,407","935,659","-79,120","247,457","9,544",931,"36,186","21,891",0,"18,114","19,003","13,625",0,0,0,0,9,7,2,0,0,"2,985","1,832",281,"5,099",0,0,"13,616","13,616",0,0,0,279,0,0,137,0,0,"705,430","1,105",0,0,0,0,0,0,0,0,"6,036",100 - <200
,,,,(5) 100 000 - < 500 000 EUR,164,1.97,"4,595.91",1.53,"3,641.38",0.4,954.5,80.8,13.9,0.0,66.9,21.7,3.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.7,0.0,0.0,0.0,1.2,162.8,92.0,0.0,0.0,69.8,0.7,0.0,0.0,74.8,-,2.09,"5,327",-,-,"174,545",1.03,"16,841",208,"1,854",39,0,0,0,38,0,0,0,0,0,0,"14,760",151,"154,430",949,"4,863","114,992","38,553",0,-,318,0,0,0,567,"3,274",315,"22,818","168,672","125,557","92,961",227,"1,190",8,"15,281",-,-,-,954,895,459,"56,645","22,810",0,0,"17,998",0,"32,596","10,356","7,913","8,428","5,899","20,107","23,008","9,758","7,059","6,190",0,367,-320,"18,336","21,485",0,"-3,149",0,"81,269","61,162","56,490","31,031","36,855","1,835,513","2,038,299","1,709,233","1,294,767","208,563","95,199","110,704","126,280","51,522","10,450",0,"64,309","134,553","121,505","13,048","1,700,960","-195,281","560,505","29,476","9,369","73,017","39,397",0,"32,281","32,968","28,407",3,3,0,0,38,16,22,0,0,"2,308","1,862",253,"4,424",0,0,"28,366","28,366",0,0,0,138,0,0,"2,659",0,0,"1,238,055","2,107",0,0,0,0,0,0,0,0,"7,295",100 - <200
,(EL) Greece,(5) Milk,(45) Specialist milk,(2) 8 000 - < 25 000 EUR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,145,< 15
,,,,(3) 25 000 - < 50 000 EUR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33,< 15
,,,,(4) 50 000 - < 100 000 EUR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,718,< 15
,,,,(5) 100 000 - < 500 000 EUR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,287,< 15
,(ES) Spain,(5) Milk,(45) Specialist milk,(2) 8 000 - < 25 000 EUR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,< 15
,,,,(3) 25 000 - < 50 000 EUR,41,1.25,"2,828.26",1.25,"2,828.00",0.0,0.3,11.4,2.6,0.0,8.8,1.8,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,0.1,0.0,0.1,0.6,21.8,15.5,0.0,0.0,6.2,0.0,0.0,0.0,31.2,89.0,1.99,"6,420",-,-,"41,091",1.50,"5,557",489,324,0,0,211,0,0,0,0,1,0,0,0,"5,021",0,"35,511","1,632","-2,106","31,708","3,803",0,-,0,0,0,0,0,23,30,"5,049","27,483","24,812","20,732",100,305,0,610,-,-,-,71,154,901,"17,502","5,049",0,0,"2,091",0,"4,081","1,062","1,586",340,"1,093","2,309",362,2,289,72,0,94,296,-265,92,0,-357,0,"23,468","21,159","20,532","16,928","16,428","410,410","401,050","238,191","175,713","36,598","8,305","17,575","172,219","2,498","1,729",0,"167,992","3,347","3,347",0,"407,063","9,150","237,043","-1,692","-4,001","24,985","25,357",0,"7,189","6,987","5,505",88,88,0,0,387,0,378,0,10,34,712,0,746,78,0,"4,337","4,337",0,0,460,890,0,0,6,0,0,"134,332",727,0,0,0,0,0,0,0,0,"4,325",15 - <40
,,,,(4) 50 000 - < 100 000 EUR,77,1.42,"3,043.47",1.40,"3,008.04",0.0,35.4,20.3,9.8,0.1,10.4,6.9,2.3,0.2,0.0,0.0,0.0,0.1,0.0,0.1,0.0,16.8,0.9,0.0,0.9,0.4,38.1,28.3,0.0,0.0,9.8,0.1,0.0,0.0,20.5,115.1,2.10,"6,375",-,-,"67,130",1.46,"8,845",455,645,1,0,55,58,52,0,0,0,0,0,122,"7,911",2,"58,077","1,523",959,"52,042","5,983",1,-,16,0,0,11,23,208,53,"7,295","45,915","41,305","34,294",99,476,0,"1,109",-,-,-,261,167,847,"28,902","7,296",1,0,"3,378",0,"7,010","1,821","2,845","1,154","1,190","3,424","1,186",225,776,185,0,103,701,-270,50,0,-320,0,"36,021","32,597","31,141","23,031","22,276","400,291","423,424","253,924","175,007","30,070","14,369","34,479","146,366","5,666","5,621",0,"135,080","4,164","4,085",78,"396,127","-22,878","244,174","2,516",-908,"32,938","30,360",0,"10,196","9,598","7,649",222,203,0,20,369,0,260,9,101,124,589,11,724,59,5,"6,288","6,288",0,0,667,"1,265",0,40,31,0,0,"108,130",838,0,0,0,0,0,0,0,0,"8,309",200 - <500
,,,,(5) 100 000 - < 500 000 EUR,178,1.95,"4,308.32",1.73,"3,851.29",0.2,457.0,35.0,22.8,0.0,12.2,16.7,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.2,1.7,0.0,1.7,0.1,91.4,66.2,0.0,0.0,24.6,0.3,0.2,0.0,34.4,91.0,2.99,"6,971",-,-,"172,629",1.33,"18,420",552,"2,158",4,0,24,0,0,0,0,1,0,21,14,"16,164",34,"153,630","1,682","6,461","136,952","16,292",129,-,139,0,0,43,75,579,92,"16,143","129,650","112,404","92,255",121,"1,161",4,"1,991",-,-,-,498,601,963,"76,716","16,139",64,3,"11,222",2,"20,149","6,300","6,105","3,395","4,349","9,818","7,428","3,850","2,533","1,045",0,252,"1,067",371,"1,094",0,-723,0,"81,258","71,440","64,383","36,645","36,654","715,297","783,026","482,456","303,732","61,401","34,116","83,207","232,841","20,188","7,877",0,"204,776","27,259","26,412",846,"688,038","-67,737","460,752","11,976","2,158","67,103","59,069",0,"21,033","20,217","16,717",589,581,0,7,660,0,298,34,328,302,546,94,942,269,35,"13,513","13,513",0,0,"1,341","2,868",0,0,185,0,0,"150,375",365,0,0,0,0,0,0,0,0,"9,129",500 - <1000
,,,,(6) >= 500 000 EUR,717,4.84,"10,408.14",2.87,"6,520.53",2.0,"3,887.6",96.9,73.7,2.0,21.2,69.5,23.5,1.2,0.0,0.0,0.0,2.0,0.4,1.6,0.0,69.1,0.2,0.9,1.1,0.7,369.1,262.2,0.0,0.0,92.7,6.4,7.9,0.0,19.5,62.6,4.75,"7,768",-,-,"754,787",1.16,"80,663",842,"12,569",359,0,0,0,0,0,0,73,0,0,"1,105","66,558",0,"672,575","1,822","12,929","620,589","41,184","7,905",-,"2,850",0,0,0,48,"1,549",60,"84,546","648,232","551,215","426,369",200,"6,744",0,"7,756",-,-,-,"2,113","2,792","1,103","353,610","83,966","2,599",580,"50,755",0,"124,846","42,580","28,095","23,630","30,541","45,286","51,731","36,598","10,077","5,056",0,"1,520","-2,326","9,121","10,096",0,-975,0,"269,782","224,495","181,886","46,337","63,339","2,126,870","2,281,098","1,530,298","833,845","256,188","123,825","316,440","596,572","90,490","5,231",0,"500,851","170,625","166,653","3,972","1,956,245","-158,861","1,404,473","95,556","50,270","218,560","138,336",0,"66,209","70,055","65,085","3,806","3,539",38,229,"2,538",0,"1,232",713,593,0,380,381,761,"2,283",75,"53,227","53,227",0,0,"3,950","3,416",0,0,14,0,0,"318,174",380,0,0,0,0,0,0,0,0,326,15 - <40
,(FR) France,(5) Milk,(45) Specialist milk,(3) 25 000 - < 50 000 EUR,43,1.17,"1,876.18",1.15,"1,841.89",0.0,34.3,33.7,12.2,0.0,21.5,19.3,3.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.5,0.0,0.0,0.0,0.4,29.2,20.7,0.0,0.0,8.5,0.0,0.0,0.0,60.3,86.5,0.95,"5,330",-,-,"43,142",0.97,"2,061",61,"1,817",50,0,0,0,32,0,0,81,0,0,0,0,80,"40,452","1,388","-2,864","36,307","4,094",0,-,0,49,0,0,1,629,326,"1,240","44,639","33,479","16,203",117,"1,112",142,"2,201",-,-,-,589,35,421,"9,305","1,097",5,1,"2,957",0,"17,277","3,974","2,416","3,780","7,107","8,177","2,983",279,"2,010",694,0,904,-13,78,0,78,0,0,"19,984","11,807","8,902","10,071","7,733","131,656","137,163","101,973","43,735","16,446","20,646","21,147","29,683","4,646",935,0,"24,102","21,839","13,145","8,693","109,817","-4,332","92,070","6,686","-1,491","19,689","9,654",0,"10,321","11,238","7,241",379,378,0,1,845,0,253,0,592,857,"3,219",0,"4,076",0,0,"5,572","5,572",0,0,0,366,0,0,0,0,0,"42,418","1,175",0,0,0,0,0,0,0,0,"3,247",40 - <100
,,,,(4) 50 000 - < 100 000 EUR,76,1.27,"2,033.09",1.23,"1,971.54",0.0,61.6,53.8,26.1,0.0,27.8,41.4,6.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.4,0.0,0.2,0.2,0.1,54.3,33.0,0.0,0.0,20.9,0.1,0.2,0.0,66.8,89.1,1.17,"5,743",-,-,"76,460",0.92,"4,715",88,"4,117",193,38,24,39,178,2,20,74,0,7,0,4,59,"69,960","1,288",368,"58,601","10,782",99,-,88,-2,1,0,389,"1,784",487,"2,218","83,056","56,454","26,945",152,"2,025",34,"4,675",-,-,-,"1,441",15,346,"15,301","2,177",56,7,"3,431",0,"29,509","6,169","4,024","7,690","11,625","19,240","7,362",626,"4,342","2,393",0,"1,101",0,"1,247","1,237",10,0,0,"36,527","17,287","11,172","13,621","9,066","242,583","241,582","181,578","37,909","60,696","42,666","40,306","61,005","14,427","1,739",0,"44,839","79,214","55,854","23,360","163,370","-6,635","205,657","21,895","2,655","29,753","15,018",0,"16,521","17,623","12,527",968,916,11,40,810,-36,469,11,366,"1,659","3,434",32,"5,125",0,0,"10,381","10,381",0,0,0,340,0,10,245,0,0,"36,045",92,0,0,0,0,0,0,0,0,"14,431",200 - <500
,,,,(5) 100 000 - < 500 000 EUR,171,2.17,"3,474.68",1.94,"3,109.12",0.2,365.6,102.8,70.3,0.1,32.4,96.5,25.1,2.5,0.7,0.1,0.0,0.1,0.1,0.0,0.0,74.3,0.0,0.6,0.6,0.1,116.4,61.6,0.0,0.0,53.5,0.2,0.8,0.1,73.3,87.8,1.55,"6,566",-,-,"179,605",0.91,"23,147",227,"18,491",283,613,164,307,"1,633",107,992,142,0,132,0,4,891,"151,098","1,298","1,554","120,396","29,154",142,-,111,18,135,46,"1,097","5,360",658,"4,892","197,492","130,037","67,932",251,"6,588",113,"13,273",-,-,-,"5,903",75,362,"35,104","4,777",241,3,"6,749",0,"62,105","12,790","8,425","19,017","21,873","42,082","25,373","4,206","13,336","7,831",0,"2,066",0,"3,067","2,991",76,0,0,"83,940","41,857","19,551","19,323","10,061","466,347","476,142","330,411","29,264","136,648","88,056","76,443","135,936","40,434","6,526",0,"88,976","217,998","159,268","58,731","248,349","-21,998","445,990","38,151","-3,931","59,644","33,829",0,"34,371","36,437","33,349","3,590","3,483",40,67,"1,325",-152,887,24,566,"1,524","1,746",19,"3,290",0,0,"27,180","27,180",0,0,0,"1,053",0,18,794,6,0,"22,387",277,0,0,0,0,0,0,0,0,"30,569",500 - <1000
,,,,(6) >= 500 000 EUR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,< 15
,(IT) Italy,(5) Milk,(45) Specialist milk,(1) 2 000 - < 8 000 EUR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,175,< 15
