Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","040","Austria","5420","Yield","02211","Raw milk of cattle","2012","2012","100 g/An","64177","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","2012","2012","t","3382076","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5420","Yield","02211","Raw milk of cattle","2013","2013","100 g/An","64598","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","2013","2013","t","3393057","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5420","Yield","02211","Raw milk of cattle","2014","2014","100 g/An","65423","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","2014","2014","t","3493861","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5420","Yield","02211","Raw milk of cattle","2015","2015","100 g/An","65789","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","2015","2015","t","3537757","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5420","Yield","02211","Raw milk of cattle","2016","2016","100 g/An","67590","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","2016","2016","t","3627606","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5420","Yield","02211","Raw milk of cattle","2017","2017","100 g/An","68650","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","2017","2017","t","3712727","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5420","Yield","02211","Raw milk of cattle","2018","2018","100 g/An","71710","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","2018","2018","t","3821190","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5420","Yield","02211","Raw milk of cattle","2019","2019","100 g/An","72153","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","2019","2019","t","3781340","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5420","Yield","02211","Raw milk of cattle","2020","2020","100 g/An","72706","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","2020","2020","t","3815470","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5420","Yield","02211","Raw milk of cattle","2021","2021","100 g/An","72753","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","2021","2021","t","3830140","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5420","Yield","02211","Raw milk of cattle","2022","2022","100 g/An","71610","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","2022","2022","t","3942500","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02112","Buffalo","2004","2004","","","","",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02112","Buffalo","2005","2005","","","","",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02112","Buffalo","2006","2006","","","","",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02112","Buffalo","2007","2007","","","","",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02112","Buffalo","2008","2008","","","","",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02112","Buffalo","2009","2009","","","","",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02112","Buffalo","2010","2010","","","","",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02112","Buffalo","2011","2011","","","","",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02112","Buffalo","2012","2012","","","","",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02112","Buffalo","2013","2013","","","","",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02112","Buffalo","2014","2014","","","","",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02112","Buffalo","2015","2015","","","","",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02112","Buffalo","2016","2016","","","","",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02112","Buffalo","2017","2017","","","","",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02112","Buffalo","2018","2018","","","","",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02112","Buffalo","2019","2019","","","","",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02112","Buffalo","2020","2020","","","","",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02112","Buffalo","2021","2021","","","","",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02112","Buffalo","2022","2022","","","","",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02111","Cattle","2004","2004","","","","",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02111","Cattle","2005","2005","","","","",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02111","Cattle","2006","2006","","","","",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02111","Cattle","2007","2007","","","","",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02111","Cattle","2008","2008","","","","",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02111","Cattle","2009","2009","","","","",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02111","Cattle","2010","2010","","","","",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02111","Cattle","2011","2011","","","","",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02111","Cattle","2012","2012","","","","",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02111","Cattle","2013","2013","","","","",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02111","Cattle","2014","2014","","","","",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02111","Cattle","2015","2015","","","","",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02111","Cattle","2016","2016","","","","",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02111","Cattle","2017","2017","","","","",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02111","Cattle","2018","2018","","","","",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02111","Cattle","2019","2019","","","","",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02111","Cattle","2020","2020","","","","",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02111","Cattle","2021","2021","","","","",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02111","Cattle","2022","2022","","","","",""
"QCL","Crops and livestock products","056","Belgium","5420","Yield","02212","Raw milk of buffalo","2004","2004","","","","",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02212","Raw milk of buffalo","2004","2004","","","","",""
"QCL","Crops and livestock products","056","Belgium","5420","Yield","02212","Raw milk of buffalo","2005","2005","","","","",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02212","Raw milk of buffalo","2005","2005","","","","",""
"QCL","Crops and livestock products","056","Belgium","5420","Yield","02212","Raw milk of buffalo","2006","2006","","","","",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02212","Raw milk of buffalo","2006","2006","","","","",""
"QCL","Crops and livestock products","056","Belgium","5420","Yield","02212","Raw milk of buffalo","2007","2007","","","","",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02212","Raw milk of buffalo","2007","2007","","","","",""
"QCL","Crops and livestock products","056","Belgium","5420","Yield","02212","Raw milk of buffalo","2008","2008","","","","",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02212","Raw milk of buffalo","2008","2008","","","","",""
"QCL","Crops and livestock products","056","Belgium","5420","Yield","02212","Raw milk of buffalo","2009","2009","","","","",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02212","Raw milk of buffalo","2009","2009","","","","",""
"QCL","Crops and livestock products","056","Belgium","5420","Yield","02212","Raw milk of buffalo","2010","2010","","","","",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02212","Raw milk of buffalo","2010","2010","","","","",""
"QCL","Crops and livestock products","056","Belgium","5420","Yield","02212","Raw milk of buffalo","2011","2011","","","","",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02212","Raw milk of buffalo","2011","2011","","","","",""
"QCL","Crops and livestock products","056","Belgium","5420","Yield","02212","Raw milk of buffalo","2012","2012","","","","",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02212","Raw milk of buffalo","2012","2012","","","","",""
"QCL","Crops and livestock products","056","Belgium","5420","Yield","02212","Raw milk of buffalo","2013","2013","","","","",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02212","Raw milk of buffalo","2013","2013","","","","",""
"QCL","Crops and livestock products","056","Belgium","5420","Yield","02212","Raw milk of buffalo","2014","2014","","","","",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02212","Raw milk of buffalo","2014","2014","","","","",""
"QCL","Crops and livestock products","056","Belgium","5420","Yield","02212","Raw milk of buffalo","2015","2015","","","","",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02212","Raw milk of buffalo","2015","2015","","","","",""
"QCL","Crops and livestock products","056","Belgium","5420","Yield","02212","Raw milk of buffalo","2016","2016","","","","",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02212","Raw milk of buffalo","2016","2016","","","","",""
"QCL","Crops and livestock products","056","Belgium","5420","Yield","02212","Raw milk of buffalo","2017","2017","","","","",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02212","Raw milk of buffalo","2017","2017","","","","",""
"QCL","Crops and livestock products","056","Belgium","5420","Yield","02212","Raw milk of buffalo","2018","2018","","","","",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02212","Raw milk of buffalo","2018","2018","t","0","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5420","Yield","02212","Raw milk of buffalo","2019","2019","","","","",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02212","Raw milk of buffalo","2019","2019","t","0","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5420","Yield","02212","Raw milk of buffalo","2020","2020","","","","",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02212","Raw milk of buffalo","2020","2020","t","0","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5420","Yield","02212","Raw milk of buffalo","2021","2021","","","","",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02212","Raw milk of buffalo","2021","2021","t","0","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5420","Yield","02212","Raw milk of buffalo","2022","2022","","","","",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02212","Raw milk of buffalo","2022","2022","t","0","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5420","Yield","02211","Raw milk of cattle","2004","2004","100 g/An","56387","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02211","Raw milk of cattle","2004","2004","t","3060000","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5420","Yield","02211","Raw milk of cattle","2005","2005","100 g/An","57808","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02211","Raw milk of cattle","2005","2005","t","3025000","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5420","Yield","02211","Raw milk of cattle","2006","2006","100 g/An","55919","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02211","Raw milk of cattle","2006","2006","t","2836930","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5420","Yield","02211","Raw milk of cattle","2007","2007","100 g/An","57572","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02211","Raw milk of cattle","2007","2007","t","2878636","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5420","Yield","02211","Raw milk of cattle","2008","2008","100 g/An","55091","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02211","Raw milk of cattle","2008","2008","t","2849228","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5420","Yield","02211","Raw milk of cattle","2009","2009","100 g/An","56319","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02211","Raw milk of cattle","2009","2009","t","2954385","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5420","Yield","02211","Raw milk of cattle","2010","2010","100 g/An","61333","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02211","Raw milk of cattle","2010","2010","t","3066630","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5420","Yield","02211","Raw milk of cattle","2011","2011","100 g/An","63546","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02211","Raw milk of cattle","2011","2011","t","3101050","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5420","Yield","02211","Raw milk of cattle","2012","2012","100 g/An","63320","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02211","Raw milk of cattle","2012","2012","t","3071716","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5420","Yield","02211","Raw milk of cattle","2013","2013","100 g/An","75471","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02211","Raw milk of cattle","2013","2013","t","3474000","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5420","Yield","02211","Raw milk of cattle","2014","2014","100 g/An","71075","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02211","Raw milk of cattle","2014","2014","t","3689440","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5420","Yield","02211","Raw milk of cattle","2015","2015","100 g/An","75422","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02211","Raw milk of cattle","2015","2015","t","3988147.04","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5420","Yield","02211","Raw milk of cattle","2016","2016","100 g/An","73157","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02211","Raw milk of cattle","2016","2016","t","3881626","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5420","Yield","02211","Raw milk of cattle","2017","2017","100 g/An","77537","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02211","Raw milk of cattle","2017","2017","t","4025417","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5420","Yield","02211","Raw milk of cattle","2018","2018","100 g/An","79263","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02211","Raw milk of cattle","2018","2018","t","4195000","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5420","Yield","02211","Raw milk of cattle","2019","2019","100 g/An","79801","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02211","Raw milk of cattle","2019","2019","t","4293000","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5420","Yield","02211","Raw milk of cattle","2020","2020","100 g/An","82853","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02211","Raw milk of cattle","2020","2020","t","4457000","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5420","Yield","02211","Raw milk of cattle","2021","2021","100 g/An","82606","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02211","Raw milk of cattle","2021","2021","t","4438000","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5420","Yield","02211","Raw milk of cattle","2022","2022","100 g/An","84094","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5510","Production","02211","Raw milk of cattle","2022","2022","t","4572000","A","Official figure",""
"QCL","Crops and livestock products","058","Belgium-Luxembourg","5510","Production","02112","Buffalo","2004","2004","","","","",""
"QCL","Crops and livestock products","058","Belgium-Luxembourg","5510","Production","02112","Buffalo","2005","2005","","","","",""
"QCL","Crops and livestock products","058","Belgium-Luxembourg","5510","Production","02112","Buffalo","2006","2006","","","","",""
"QCL","Crops and livestock products","058","Belgium-Luxembourg","5510","Production","02112","Buffalo","2007","2007","","","","",""
"QCL","Crops and livestock products","058","Belgium-Luxembourg","5510","Production","02112","Buffalo","2008","2008","","","","",""
"QCL","Crops and livestock products","058","Belgium-Luxembourg","5510","Production","02112","Buffalo","2009","2009","","","","",""
"QCL","Crops and livestock products","058","Belgium-Luxembourg","5510","Production","02112","Buffalo","2010","2010","","","","",""
"QCL","Crops and livestock products","058","Belgium-Luxembourg","5510","Production","02112","Buffalo","2011","2011","","","","",""
"QCL","Crops and livestock products","058","Belgium-Luxembourg","5510","Production","02112","Buffalo","2012","2012","","","","",""
"QCL","Crops and livestock products","058","Belgium-Luxembourg","5510","Production","02112","Buffalo","2013","2013","","","","",""
"QCL","Crops and livestock products","058","Belgium-Luxembourg","5510","Production","02112","Buffalo","2014","2014","","","","",""
"QCL","Crops and livestock products","058","Belgium-Luxembourg","5510","Production","02112","Buffalo","2015","2015","","","","",""
"QCL","Crops and livestock products","058","Belgium-Luxembourg","5510","Production","02112","Buffalo","2016","2016","","","","",""
"QCL","Crops and livestock products","058","Belgium-Luxembourg","5510","Production","02112","Buffalo","2017","2017","","","","",""
"QCL","Crops and livestock products","058","Belgium-Luxembourg","5510","Production","02112","Buffalo","2018","2018","","","","",""
"QCL","Crops and livestock products","058","Belgium-Luxembourg","5510","Production","02112","Buffalo","2019","2019","","","","",""
"QCL","Crops and livestock products","058","Belgium-Luxembourg","5510","Production","02112","Buffalo","2020","2020","","","","",""
"QCL","Crops and livestock products","058","Belgium-Luxembourg","5510","Production","02112","Buffalo","2021","2021","","","","",""
"QCL","Crops and livestock products","058","Belgium-Luxembourg","5510","Production","02112","Buffalo","2022","2022","","","","",""
"QCL","Crops and livestock products","058","Belgium-Luxembourg","5510","Production","02111","Cattle","2004","2004","","","","",""
"QCL","Crops and livestock products","058","Belgium-Luxembourg","5510","Production","02111","Cattle","2005","2005","","","","",""
"QCL","Crops and livestock products","058","Belgium-Luxembourg","5510","Production","02111","Cattle","2006","2006","","","","",""
"QCL","Crops and livestock products","058","Belgium-Luxembourg","5510","Production","02111","Cattle","2007","2007","","","","",""
"QCL","Crops and livestock products","058","Belgium-Luxembourg","5510","Production","02111","Cattle","2008","2008","","","","",""
"QCL","Crops and livestock products","058","Belgium-Luxembourg","5510","Production","02111","Cattle","2009","2009","","","","",""
"QCL","Crops and livestock products","058","Belgium-Luxembourg","5510","Production","02111","Cattle","2010","2010","","","","",""
